2298123	27.052	-81.78453	6	18.9	540.65	1.500	5.050	-4.479	3.367	-2.986	-0.899	1.475	4.950	-4.287	3.356	-2.907	-0.878
2297310	27.19949	-81.98842	6	26.3	528.38	1.450	4.750	-4.322	3.276	-2.981	-0.950	1.475	4.625	-4.187	3.136	-2.839	-0.955
2298608	27.34366	-82.15676	6	20.8	312.34	1.575	4.750	-4.348	3.016	-2.761	-0.966	1.600	4.950	-4.319	3.094	-2.699	-0.929
2296500	27.37504	-81.79647	6	28.9	886.4	1.525	4.650	-4.244	3.049	-2.783	-0.955	1.575	4.825	-4.235	3.063	-2.689	-0.908
2299950	27.47365	-82.2112	6	32.6	174.27	1.600	4.625	-4.091	2.891	-2.557	-0.919	1.600	4.800	-4.252	3.000	-2.657	-0.930
8194200	27.96501	-98.96697	4	159.9	1220.58	1.600	4.175	-3.973	2.609	-2.483	-1.017	1.525	4.875	-4.286	3.197	-2.810	-0.916
8189500	28.29195	-97.27916	4	77.7	1808.29	1.475	4.325	-3.884	2.932	-2.633	-0.941	1.500	4.625	-4.245	3.083	-2.830	-0.902
8176900	28.86165	-97.22638	4	90.1	925.44	1.675	4.025	-4.028	2.403	-2.405	-0.996	1.600	4.425	-4.242	2.766	-2.652	-0.935
2235200	28.87453	-81.48938	6	22.4	297.7	1.550	4.475	-3.878	2.887	-2.502	-0.910	1.400	4.950	-4.320	3.536	-3.086	-0.945
8164000	28.95998	-96.68637	4	81.6	2124	1.625	3.975	-4.091	2.446	-2.518	-1.074	1.675	4.700	-4.377	2.806	-2.613	-0.890
8175000	29.21525	-97.44943	4	110.2	1421.66	1.550	4.050	-4.181	2.613	-2.697	-1.076	1.725	4.625	-4.292	2.681	-2.488	-0.901
8202700	29.37079	-99.28782	4	438.1	434.75	1.625	4.325	-4.011	2.662	-2.469	-0.985	1.525	4.675	-4.221	3.066	-2.768	-0.899
8190000	29.42857	-99.99729	4	566.2	1961.43	1.500	4.600	-4.207	3.067	-2.805	-0.993	1.400	4.775	-4.265	3.411	-3.047	-0.924
8164300	29.46691	-96.81276	4	101.7	861.54	1.600	3.750	-4.062	2.344	-2.539	-1.108	1.600	4.675	-4.322	2.922	-2.702	-0.895
8190500	29.47273	-100.23646	4	615.4	1799.09	1.550	4.350	-3.932	2.806	-2.537	-1.000	1.500	4.625	-4.199	3.083	-2.800	-0.946
8195000	29.48857	-99.70478	4	607.0	1028.29	1.500	4.450	-4.223	2.967	-2.815	-1.035	1.325	4.750	-4.295	3.585	-3.242	-0.945
8200000	29.56967	-99.24671	4	498.0	249.11	1.625	4.500	-3.995	2.769	-2.459	-0.913	1.475	4.625	-4.178	3.136	-2.833	-0.913
8178880	29.72384	-99.07004	4	543.2	850.58	1.500	4.650	-4.215	3.100	-2.810	-0.960	1.425	4.625	-4.211	3.246	-2.955	-0.922
8171300	29.97938	-97.91	4	401.9	1067.47	1.575	3.800	-3.841	2.413	-2.439	-1.064	1.525	4.675	-4.291	3.066	-2.814	-0.937
2245500	29.97941	-81.85204	6	32.6	348.43	1.475	4.775	-3.911	3.237	-2.651	-0.866	1.475	5.175	-4.327	3.508	-2.934	-0.880
8165300	30.0641	-99.38699	4	657.7	435.99	1.475	4.325	-4.186	2.932	-2.838	-1.051	1.425	4.550	-4.276	3.193	-3.001	-0.974
8158700	30.08299	-98.00779	4	363.4	320.34	1.500	3.800	-3.807	2.533	-2.538	-1.030	1.475	4.475	-4.230	3.034	-2.868	-0.948
2246000	30.1133	-81.90649	6	21.6	451.06	1.750	4.500	-3.884	2.571	-2.219	-0.947	1.575	5.100	-4.332	3.238	-2.750	-0.907
8070200	30.14549	-95.12438	4	89.3	989.37	1.800	3.600	-3.957	2.000	-2.199	-1.144	1.750	4.275	-4.162	2.443	-2.378	-0.962
8070000	30.3366	-95.1041	4	89.3	841.06	1.800	3.600	-3.957	2.000	-2.199	-1.144	1.750	4.275	-4.162	2.443	-2.378	-0.962
8109700	30.33938	-96.9047	4	148.1	610.13	1.575	3.850	-3.788	2.444	-2.405	-1.026	1.525	4.400	-4.168	2.885	-2.733	-0.944
8066300	30.48139	-94.77972	4	71.3	383.57	1.700	3.675	-3.571	2.162	-2.100	-1.005	1.650	4.350	-4.139	2.636	-2.509	-0.952
2481510	30.48361	-89.27444	6	65.6	800.66	1.675	4.625	-4.159	2.761	-2.483	-0.961	1.600	5.050	-4.311	3.156	-2.694	-0.915
7376000	30.5038	-90.67732	6	65.4	651.61	1.775	4.425	-4.166	2.493	-2.347	-1.069	1.725	4.725	-4.243	2.739	-2.460	-0.970
2481000	30.55861	-89.12194	6	61.7	249.23	1.575	4.575	-4.153	2.905	-2.637	-1.003	1.600	4.925	-4.265	3.078	-2.665	-0.951
7375000	30.61602	-90.24869	6	56.6	249.35	1.675	4.675	-4.346	2.791	-2.595	-1.001	1.675	5.050	-4.324	3.015	-2.582	-0.903
8104900	30.62575	-97.69112	4	344.2	342.62	1.650	4.125	-3.959	2.500	-2.400	-1.010	1.575	4.550	-4.303	2.889	-2.732	-0.934
8150800	30.64352	-99.09588	4	543.4	557.52	1.600	4.250	-4.279	2.656	-2.674	-1.082	1.575	4.600	-4.371	2.921	-2.775	-0.963
8014500	30.69875	-92.89319	6	62.5	1305.15	1.600	4.475	-4.267	2.797	-2.667	-1.053	1.625	4.775	-4.395	2.938	-2.705	-0.978
2479300	30.73611	-88.78111	6	60.7	1144.2	1.600	4.575	-4.212	2.859	-2.632	-0.999	1.600	4.875	-4.258	3.047	-2.661	-0.944
2479560	30.80908	-88.45863	6	63.3	1454.33	1.675	4.575	-4.208	2.731	-2.512	-1.012	1.575	5.075	-4.317	3.222	-2.741	-0.904
8103900	30.91157	-98.03697	4	373.7	86	1.625	4.050	-4.037	2.492	-2.484	-1.068	1.550	4.525	-4.316	2.919	-2.785	-0.960
8013000	30.99602	-92.67375	6	77.8	1293.69	1.700	4.475	-4.105	2.632	-2.415	-0.992	1.675	4.675	-4.286	2.791	-2.559	-0.941
2479155	31.02528	-89.01667	6	53.7	137.28	1.725	4.300	-4.121	2.493	-2.389	-1.018	1.600	4.900	-4.238	3.063	-2.649	-0.933
2369800	31.02768	-86.70996	6	73.9	227.51	1.650	4.475	-4.227	2.712	-2.562	-1.079	1.450	5.275	-4.408	3.638	-3.040	-0.930
7295000	31.22694	-91.29556	6	80.6	466.58	1.800	4.450	-4.365	2.472	-2.425	-1.046	1.875	4.950	-4.316	2.640	-2.302	-0.936
8101000	31.28489	-97.88502	4	368.8	1177.1	1.550	4.350	-4.540	2.806	-2.929	-1.150	1.475	4.625	-4.337	3.136	-2.940	-0.958
8025500	31.30713	-93.51573	6	87.2	383.02	1.600	3.725	-3.699	2.328	-2.312	-1.029	1.625	4.525	-4.199	2.785	-2.584	-0.947
7292500	31.32472	-91.10944	6	107.2	2073.09	1.800	4.600	-4.197	2.556	-2.331	-0.997	1.875	4.775	-4.209	2.547	-2.245	-0.925
2361000	31.34295	-85.61049	6	115.6	1781.61	1.700	4.175	-3.813	2.456	-2.243	-0.999	1.600	4.650	-4.174	2.906	-2.609	-0.987
2472500	31.42583	-89.41472	6	111.4	789.94	1.900	4.375	-4.309	2.303	-2.268	-1.066	1.775	4.825	-4.242	2.718	-2.390	-0.955
