2298123	27.052	-81.78453	6	18.9	540.65	0.950	8.925	-12.851	9.395	-13.528	-1.467	0.925	7.525	-16.775	8.135	-18.135	-1.937	0.925	8.175	-7.368	8.838	-7.965	-0.866	0.816	1.862	-2.241	1.110	1.384	0.763	2.120	-2.600	0.591	0.654
2297310	27.19949	-81.98842	6	26.3	528.38	1.050	8.450	-12.772	8.048	-12.164	-1.557	0.575	9.500	-23.282	16.522	-40.490	-2.148	nan	nan	nan	nan	nan	nan	0.952	1.136	2.682	1.620	1.408	nan	nan	nan	nan	nan
2298608	27.34366	-82.15676	6	20.8	312.34	1.125	8.400	-12.489	7.467	-11.101	-1.520	0.900	8.250	-18.992	9.167	-21.102	-1.790	1.175	7.500	-8.531	6.383	-7.260	-1.083	0.956	1.000	0.200	1.133	1.224	0.867	1.750	-1.750	0.621	0.758
2296500	27.37504	-81.79647	6	28.9	886.4	1.050	8.450	-13.191	8.048	-12.563	-1.575	0.900	7.900	-18.345	8.778	-20.384	-1.893	0.925	8.500	-6.977	9.189	-7.542	-0.791	0.929	1.750	-0.750	1.143	1.261	0.929	3.038	-3.231	0.641	0.506
2299950	27.47365	-82.2112	6	32.6	174.27	1.200	8.150	-12.948	6.792	-10.790	-1.635	1.175	7.425	-16.263	6.319	-13.841	-1.809	1.100	4.725	-6.544	4.295	-5.949	-1.305	0.896	0.684	-0.447	1.019	1.165	0.646	2.774	-3.742	0.549	0.836
8194200	27.96501	-98.96697	4	159.9	1220.58	1.400	6.475	-8.226	4.625	-5.876	-1.292	0.325	0.950	-0.828	2.923	-2.546	-0.821	1.400	2.825	-5.668	2.018	-4.048	-2.091	0.232	4.462	-5.538	0.270	0.655	0.732	0.902	-3.024	0.852	1.705
8189500	28.29195	-97.27916	4	77.7	1808.29	1.550	6.000	-8.678	3.871	-5.599	-1.393	nan	nan	nan	nan	nan	nan	1.550	3.375	-4.589	2.177	-2.961	-1.375	nan	nan	nan	nan	nan	0.823	0.510	-1.863	0.566	0.976
8176900	28.86165	-97.22638	4	90.1	925.44	1.350	6.025	-8.540	4.463	-6.326	-1.417	0.575	1.675	-1.812	2.913	-3.152	-0.943	0.175	0.350	-0.239	2.000	-1.368	-0.688	0.370	3.211	-3.737	0.280	0.665	0.093	6.400	-8.200	0.112	0.477
2235200	28.87453	-81.48938	6	22.4	297.7	1.000	8.800	-13.823	8.800	-13.823	-1.525	0.500	9.875	-24.539	19.750	-49.078	-2.112	0.225	10.800	-6.669	48.000	-29.639	-0.618	0.925	1.333	2.722	1.556	1.441	0.950	3.143	12.286	0.534	0.407
8164000	28.95998	-96.68637	4	81.6	2124	1.350	6.075	-8.771	4.500	-6.497	-1.452	0.025	0.025	-0.013	1.000	-0.503	-0.503	1.475	3.350	-4.520	2.271	-3.065	-1.299	0.019	9.000	-9.000	0.030	0.301	0.833	0.733	-2.111	0.557	0.880
8175000	29.21525	-97.44943	4	110.2	1421.66	1.350	6.200	-8.625	4.593	-6.389	-1.409	0.625	1.575	-1.895	2.520	-3.032	-1.007	1.600	3.525	-4.815	2.203	-3.009	-1.354	0.389	3.571	-4.238	0.309	0.705	0.889	0.542	-2.083	0.618	0.973
8202700	29.37079	-99.28782	4	438.1	434.75	1.475	5.825	-9.134	3.949	-6.192	-1.609	0.450	1.775	-1.746	3.944	-3.879	-0.842	1.550	3.475	-5.000	2.242	-3.226	-1.486	0.288	3.882	-4.000	0.275	0.554	0.831	0.327	-1.653	0.610	0.961
8190000	29.42857	-99.99729	4	566.2	1961.43	1.225	6.775	-9.758	5.531	-7.966	-1.469	0.500	2.175	-2.099	4.350	-4.198	-0.836	1.650	3.625	-4.850	2.197	-2.939	-1.352	0.367	3.588	-4.294	0.301	0.559	0.918	0.667	-2.711	0.564	0.978
8164300	29.46691	-96.81276	4	101.7	861.54	1.425	6.300	-9.236	4.421	-6.481	-1.470	0.225	0.625	-0.515	2.778	-2.290	-0.793	1.550	3.625	-5.244	2.339	-3.383	-1.456	0.140	5.375	-5.250	0.177	0.505	0.825	0.511	-2.064	0.610	1.026
8190500	29.47273	-100.23646	4	615.4	1799.09	1.250	6.875	-10.132	5.500	-8.105	-1.531	0.475	2.100	-2.214	4.421	-4.661	-0.927	1.600	3.675	-5.363	2.297	-3.352	-1.471	0.360	4.222	-4.444	0.318	0.589	0.920	0.844	-2.689	0.618	1.063
8195000	29.48857	-99.70478	4	607.0	1028.29	1.300	6.500	-9.483	5.000	-7.294	-1.584	0.650	2.700	-2.574	4.154	-3.960	-0.812	1.425	3.075	-7.035	2.158	-4.937	-2.422	0.385	3.421	-3.421	0.354	0.610	0.827	0.930	-2.814	0.887	1.526
8200000	29.56967	-99.24671	4	498.0	249.11	1.500	5.875	-8.960	3.917	-5.973	-1.548	0.550	2.275	-2.121	4.136	-3.857	-0.862	1.225	2.750	-7.394	2.245	-6.036	-2.821	0.333	2.737	-2.947	0.289	0.562	0.683	0.732	-2.244	1.014	1.695
8178880	29.72384	-99.07004	4	543.2	850.58	1.350	6.325	-9.056	4.685	-6.708	-1.507	0.475	2.250	-2.130	4.737	-4.485	-0.838	1.400	3.100	-7.371	2.214	-5.265	-2.337	0.333	3.176	-2.941	0.338	0.578	0.833	0.911	-2.644	0.897	1.598
8171300	29.97938	-97.91	4	401.9	1067.47	1.400	6.325	-9.274	4.518	-6.624	-1.459	0.425	2.300	-2.239	5.412	-5.268	-0.853	1.325	3.300	-5.841	2.491	-4.408	-1.809	0.304	2.857	-2.000	0.430	0.564	0.786	1.091	-2.409	0.644	1.211
2245500	29.97941	-81.85204	6	32.6	348.43	0.825	8.975	-13.863	10.879	-16.803	-1.493	0.575	9.150	-19.018	15.913	-33.075	-1.846	1.250	6.550	-9.396	5.240	-7.517	-1.509	0.909	3.905	-1.714	1.129	1.281	0.909	0.833	-3.600	0.678	1.018
8165300	30.0641	-99.38699	4	657.7	435.99	1.375	6.725	-10.031	4.891	-7.295	-1.491	0.700	3.025	-3.017	4.321	-4.310	-0.872	1.675	3.700	-5.529	2.209	-3.301	-1.439	0.491	2.962	-3.115	0.369	0.581	0.855	0.565	-2.413	0.623	0.956
8158700	30.08299	-98.00779	4	363.4	320.34	1.425	6.175	-9.564	4.333	-6.712	-1.501	0.450	2.225	-2.238	4.944	-4.973	-0.886	1.050	2.500	-5.321	2.381	-5.067	-2.260	0.333	4.000	-2.733	0.390	0.603	0.667	1.711	-2.763	0.703	1.420
2246000	30.1133	-81.90649	6	21.6	451.06	0.900	8.900	-13.824	9.889	-15.360	-1.549	0.700	7.550	-14.531	10.786	-20.758	-1.602	1.250	6.575	-8.392	5.260	-6.713	-1.349	0.833	3.261	-2.478	0.834	1.114	0.917	1.152	-3.182	0.616	0.803
8070200	30.14549	-95.12438	4	89.3	989.37	1.325	6.375	-10.283	4.811	-7.761	-1.562	0.475	1.275	-1.258	2.684	-2.647	-0.826	1.200	3.100	-3.263	2.583	-2.719	-1.071	0.340	3.944	-4.000	0.288	0.562	0.736	0.692	-2.359	0.423	0.690
8070000	30.3366	-95.1041	4	89.3	841.06	1.325	6.375	-10.283	4.811	-7.761	-1.562	0.225	0.825	-0.884	3.667	-3.931	-0.876	1.375	4.100	-7.459	2.982	-5.425	-1.910	0.189	5.444	-4.889	0.213	0.568	0.868	0.674	-1.848	0.698	1.185
8109700	30.33938	-96.9047	4	148.1	610.13	1.375	6.050	-9.339	4.400	-6.792	-1.535	0.700	2.375	-2.476	3.393	-3.536	-0.894	1.350	3.475	-8.286	2.574	-6.138	-2.420	0.473	3.500	-3.292	0.297	0.606	0.782	0.721	-2.000	1.035	1.549
8066300	30.48139	-94.77972	4	71.3	383.57	1.450	6.375	-10.204	4.397	-7.038	-1.515	0.425	1.600	-1.528	3.765	-3.595	-0.819	1.400	3.450	-4.780	2.464	-3.415	-1.317	0.241	3.615	-2.692	0.484	0.548	0.776	0.568	-1.864	0.658	0.905
2481510	30.48361	-89.27444	6	65.6	800.66	1.075	8.475	-13.648	7.884	-12.696	-1.675	0.825	8.675	-18.258	10.515	-22.131	-1.797	0.650	9.825	-10.166	15.115	-15.641	-0.936	0.907	1.345	-0.310	1.152	1.113	0.907	1.682	2.591	0.648	0.589
7376000	30.5038	-90.67732	6	65.4	651.61	0.950	8.850	-13.506	9.316	-14.217	-1.517	0.850	8.300	-17.508	9.765	-20.598	-1.726	1.150	8.025	-12.421	6.978	-10.801	-1.651	0.974	1.500	0.357	1.071	1.161	0.921	0.897	-0.483	0.970	1.158
2481000	30.55861	-89.12194	6	61.7	249.23	0.950	8.800	-13.756	9.263	-14.480	-1.633	0.050	11.700	-32.504	234.000	-650.078	-2.394	1.200	8.575	-13.761	7.146	-11.468	-1.566	0.974	3.000	58.500	1.944	1.575	0.947	-0.121	-0.939	1.033	0.991
